id,clinic_id,source,review_id,author_name,rating,text,review_date,sentiment_score,sentiment_label,created_at
11,52,google,google_52_1762284746,Jaime Roberts,5.0,"I had a wonderful experience at One Medical Primary Care Clinic in Lincoln Park. The team is incredibly welcoming, attentive, and professional from the moment you walk in. The check-in process is smooth, the clinic is clean and modern, and the staff truly take their time to listen and understand your concerns. My provider was thorough, compassionate, and made me feel comfortable and well cared for throughout the visit. It’s clear that patient care and comfort are top priorities here.

What really sets this clinic apart is the convenience and efficiency of their services. Scheduling is easy, communication through the app is quick and responsive, and follow-up care feels seamless and personal. I appreciated the focus on preventive care and the thoughtful guidance provided to support my long-term health. For anyone looking for a caring and reliable primary care provider in the Lincoln Park area, One Medical is an outstanding choice.",2025-11-04 13:32:26,,,2025-12-25 02:25:20.128953
12,52,google,google_52_1762529805,Kristy Martin,4.0,"The facility is clean, welcoming, and beautifully designed, creating a calm environment that immediately puts you at ease. Appointments are easy to book through their user-friendly app, and wait times are minimal — a refreshing change from traditional clinics. The doctors and staff are attentive, thorough, and take the time to listen, ensuring every visit feels personal and unhurried. From annual checkups to preventive care, everything is handled with professionalism and genuine compassion.",2025-11-07 09:36:45,,,2025-12-25 02:25:20.130165
13,52,google,google_52_1763498530,iliana genkova,5.0,"I've been with One Medical since 2015 and really appreciate the quality services they provide. Clear communication, efficient results reporting, and I really appreciate the referrals are  checked against my insurance. Rebecca has been my doctor for years and  she is the best. Also, Tonya and Crystal in the lab are amazing!",2025-11-18 14:42:10,,,2025-12-25 02:25:20.130849
14,52,google,google_52_1636598301,Maddi Gelsinon,5.0,"I have received hands down the absolute best medical care with One Medical. While it is a concierge doctor's office (meaning there's a membership fee annually) it is truly very reasonable (~$200, but there may be coupons available for your first year if you know another member!) and they accept my insurance so it's otherwise the same cost or cheaper than getting medical coverage elsewhere.

I love that they have a very easy to use and intuitive app where I can schedule all my appointments, send messages to my medical care team, and get immediate video care for urgent matters. Beyond that, they have everything integrated - with COVID testing, a lab for blood work, vaccines, flu shots, etc. right in the office, and they have women's health experts as well. My full wellbeing is taken into account and they look at issues holistically - with physical and mental health both equally considered and addressed.

For members, they also have same day appointments available, which are amazing if you're feeling under the weather - and you can do these in person or virtually, depending on what makes sense with your schedule.

The staff are the absolute best. I've been able to forge strong relationships with my primary care doctor and the receptionist at the front is stellar - she is great at remembering me and following up with chit chat from my last visits.

When my grandparents describe the close, small town relationships they used to have with their doctors, nurses and other professionals at the doctors office, that's what I always wished I could have, but thought was a relic of times past. However, now that I'm a member of One Medical, I realize that this is what health care should be. Fully integrated, top notch health care professionals, and people who care - about you as a whole person, your full health.

I would strongly recommend One Medical. They are truly the absolute best decision you can make for your personal health.",2021-11-10 20:38:21,,,2025-12-25 02:25:20.131502
15,52,google,google_52_1753455727,Chad McCoskey,5.0,"Drew and the team at One Medical Lincoln Park are awesome!

I've been with One Medical for 7 years and the team at LP have been excellent. The app makes it easy to schedule office or video calls, but the team genuinely make you feel welcome and well-cared for while you are there. Healthcare has never been this easy.",2025-07-25 10:02:07,,,2025-12-25 02:25:20.132022
16,53,google,google_53_1763677205,Stephanie,5.0,Sharon and Lauren were outstanding. I've never felt so comfortable and safe at a doctor's appointment before. I usually get super anxious to have my blood drawn and my pep smear done but these women reassured me and I genuinely felt personally taken care of. All my other questions regarding other things were met with compassion and understanding. I'm glad that I finally found a place for health care that I like.,2025-11-20 16:20:05,,,2025-12-25 02:25:21.281476
17,53,google,google_53_1764531885,Brighitte Cacha Tahua,1.0,"I scheduled a Sunday 1 pm appointment through Zocdoc. The system allowed me to book even though I have Medicaid. The company called me and sent a form to fill out, which only asked for basic information. I also called twice to confirm the appointment, and at no point did anyone tell me they don’t accept Medicaid. I arrived at the clinic just to be told in person that they don’t accept it.

On top of that, the entrance is not accessible. I came with my baby in a stroller and it was almost impossible to get inside. There’s no automatic door button, no assistance, and the door is very difficult to manage. It would be even harder for someone in a wheelchair. Very poor communication and terrible accessibility.",2025-11-30 13:44:45,,,2025-12-25 02:25:21.283026
18,53,google,google_53_1759676704,Kaylee Flores,5.0,"Truly, the best urgent care in Chicago. I’ve lived here for 7 to 8 years and always expect to be at the urgent care for at least an hour. At Aayu Clinic in Wicker Park, I’m in and out fast with the best care. Their staff are so kind, first of all, and do a great job of breaking down reasons for prescriptions and possible side effects. They are worth any drive just to receive top-notch care.",2025-10-05 10:05:04,,,2025-12-25 02:25:21.283690
32,56,google,google_56_1763831885,Emily Neal,5.0,"I came in to this clinic with a cold/cough after a year of serious lung disease and surgical complications. My cold symptoms were not alarming but I was looking for peace of mind due to past medical trauma. Everyone I encountered in this clinic was extremely compassionate, understanding and willing to do what was needed to ensure I was OK. I am so grateful for the way they took the time to review my history and listen to my concerns.  They treated me with kindness and respect. I would highly recommend this doctor and clinic!",2025-11-22 11:18:05,,,2025-12-25 02:25:24.717406
19,53,google,google_53_1758819313,Mer Luchs,1.0,"APPARENT BILLING FRAUD be careful. Get everything in writing. I had only two appointments and am being billed $740. I was not given a good faith estimate of any kind besides the rate listed on the website is less than half of what I'm being billed- $175 for first appointment, $150 for second- totaling $325. When I asked for an itemized bill, I was simply given a bill that listed “appointment-$400” and “appointment-$340” with no explanation and the CPT codes appear to be incorrect. It’s been over a month since my appointments, I’ve made over a dozen calls and emails. Reception and then management confirmed the amount must be wrong because it is insanely high for two appointments, but no one, not even management, has actually provided me any information about why I’m being billed that much. Management has apologized and said it’s “their mistake” and they'll look into the discrepancy, but has been uncommunicative and failed to reply to my last few emails. Billing has sent me the same ""itemized"" bill over and over. (not itemized) Truly could not be more frustrated and looking into what further legal action is available to me. Look into their Better Business Bureau and Yelp reviews and you'll see there's a history of billing malpractice.",2025-09-25 11:55:13,,,2025-12-25 02:25:21.284404
20,53,google,google_53_1759955611,Julie L.,1.0,"Update (As of 10/8/2025):

Between the time I placed my original review and August 22, 2025, I was made to go back and forth with someone named Toni in their billing office. On 8/13/25 I asked them to confirm they would remove charges from my account. I received no response until 8/22/25.

On 8/22/2025, it finally seemed like we were getting somewhere with a text that read:  ""Yes, we are removing all charges from your account and also offering you 3 months of your [prescription] refills for when you need it!""

Since receiving that text message, by 9/16/25, I had received two additional text messages from a different number ""reminding"" me of my unpaid balance. I sent a text requesting clarification and received none. As of yesterday, I've also received two additional physical copies of the bill by mail. So, on 10/7/25, I replied again via text, requesting that they stop contacting me and clear up the issue in their system and they have yet to respond. What a circus!

Original Review (August 12, 2025):
I was charged $323.61 for them to transfer an existing prescription from Walgreens to CVS. It only took 2-3 weeks of back and forth calls with the office to actually get that very simple task accomplished. Then came the unexpected bill in the mail. What a joke.

I will say that the actual practitioners I have seen at the clinic were all top tier. Very sad that their billing and other business practices do not reflect the same standards. After this experience, I am highly unlikely to return.",2025-10-08 15:33:31,,,2025-12-25 02:25:21.284932
21,54,google,google_54_1754419712,Edward Surgener,5.0,"Would give more stars if I could! Outstanding work and good sense of humor all around. They are fast and efficient and I was amazed at how fast they are compared to anywhere in the tristate area of TN, VA and KY where I'm from. Back home, over an hour or so wait. But here in Chicago at that office, I didn't even have time to sit down after being told to have a seat and wait, before my cheeks even touched the furniture, doc was there calling for me. That was faster than a guy on a case of Red Bull having to piss like a Russian racehorse. I highly recommend them especially if you are in a rush. I had time for the visit plus blood work plus an interview for work plus making it to work at another place. 20+ stars",2025-08-05 13:48:32,,,2025-12-25 02:25:22.418875
22,54,google,google_54_1742659384,Philip P.,1.0,"While I was thankful that I was seen quickly by Sara Laso yesterday for my medical issue. I was surprised that a doctor would cancel my appointments not once but twice!

When I spoke to her yesterday, I was surprised that I had to mention that I needed my annual exam only having her send me to another provider!! This felt as if she refused to see me as a patient. Other than the small issue I had on 3/21.

I think this experience along with being given a false diagnosis by another doctor in this same office is making me reconsider.

Now I understand why two doctors have left already leaving me goodbye messages! So now I need to say goodbye!",2025-03-22 11:03:04,,,2025-12-25 02:25:22.420030
23,54,google,google_54_1765742363,Don Horvath,5.0,"The staff and One Medical is efficient and friendly. My doc, Steve Chacko, is a great listener and an excellent doctor.",2025-12-14 13:59:23,,,2025-12-25 02:25:22.421186
24,54,google,google_54_1754156812,Loretta Ross,5.0,My remote visit with Dr Sara eased my mind on a medical issue I had...she prescribed an antibiotic and her team followed up on my progress.  Dr Sara is very knowledgeable and answered all of my questions.  I would recommend 👌 One Medical to anyone!,2025-08-02 12:46:52,,,2025-12-25 02:25:22.422096
25,54,google,google_54_1751728444,Jay Gosalia,5.0,"Super convenient, very professional and easy to schedule routine care through 1 Medical. Best option if you already have amazon membership as you can get to see a Doctor, fairly quickly, especially for Wellness checks, Flu, illnesses and prescriptions, bloodwork, all very conveniently available at 1 place",2025-07-05 10:14:04,,,2025-12-25 02:25:22.422650
26,55,google,google_55_1764957829,Jeannine Imbrenda,1.0,"Read fine print. Was rushed, didn’t want to address any issues aside from hair loss. Referred me to seek a dr locally because even though it said he was local and had office (the whole reason I chose him), he is actually in WI and not offering local visits as an option. Was very narrow on care ability",2025-12-05 12:03:49,,,2025-12-25 02:25:23.578171
27,55,google,google_55_1731776075,Kinza Kasperski,5.0,"Parking is convenient with several 15 minute zones, location is clean, quiet and private. Reception is great and helpful. Dr. Seef is the best provider. Really takes a collaborative approach and will answer all of your questions. I like to move at a quick pace and he definitely matches me there as he’s super efficient and if he doesn’t specialize in something or doesn’t have all the answers he’ll make sure to connect you with someone who does",2024-11-16 10:54:35,,,2025-12-25 02:25:23.579390
28,55,google,google_55_1730638716,Marc Kreppel,5.0,Brandon Seef and the west loop office are the best.  The tailored care they provide relieves stress from worrying about schedule and convenience.  I required surgery after Brandon pushed me for a routine procedure. The surgeon told me I should thank my primary care doctor (Brandon) because they got it early and I now have no/little to worry about.  Thanks Brandon!,2024-11-03 06:58:36,,,2025-12-25 02:25:23.580070
29,55,google,google_55_1755722426,David Granados,5.0,"Office staff was cordial, prompt and warm. Doctor was fantastic.",2025-08-20 15:40:26,,,2025-12-25 02:25:23.580734
30,55,google,google_55_1761774860,Brian Hurley,5.0,"These people are the best. Always pleasant, always helpful, always knowledgeable.",2025-10-29 16:54:20,,,2025-12-25 02:25:23.581360
31,56,google,google_56_1765479707,Peggy Lee Franklin,5.0,"This doctor, one of the best doctors that I’ve ever ever had to see, She’s very kind and very knowledgeable, beautiful spirit just the best I wish I could get for Doctor but she only works out of the clinic that I go to. She doesn’t work in the office where my doctor works. She works down on the 16th floor. My doctor works on the 17th floor and 180 N. Michigan. I like everything about her the way she handle me as a patient that her knowledge of everything her kindness.",2025-12-11 13:01:47,,,2025-12-25 02:25:24.715914
33,56,google,google_56_1760112451,Angela Alburei,5.0,"Dr. Lengyel was one of the best doctors I have ever seen! She listened to everything I said, walked me through my test results, and told me how to take care of myself after getting the medicine. She was so thoughtful, and I am grateful that she was there that day. All of the staff are very friendly here as well. I would definitely recommend this place for urgent care.",2025-10-10 11:07:31,,,2025-12-25 02:25:24.718641
34,56,google,google_56_1764705870,Elaine Regan,5.0,Quick & friendly service. Dr. Lengyel made me feel important and comfortable from the moment she opened the exam room door. She was patient and understanding and explained things simply but thoroughly. Highly recommend.,2025-12-02 14:04:30,,,2025-12-25 02:25:24.719408
35,56,google,google_56_1764977170,Tina Paduck,1.0,"We went there today to get travel vaccines. I literally arrived one minute after 4:00 and I called ahead and I was told it was fine but they turned me away when I showed up.
We used to be regular patients of this immediate care and Primary Care upstairs but since the change of management, many patients and doctors have left. If I had any other choice I would not be visiting this practice.",2025-12-05 17:26:10,,,2025-12-25 02:25:24.720001
36,57,google,google_57_1758830840,Isabel Vazquez,5.0,"Dr. Savchuk has been my doctor at another practice for the past two years.  She is personable, thorough and takes the time to listen and address all your concerns and questions.  Because I was so pleased with her as my  primary care physician, I followed her to One Medical.",2025-09-25 15:07:20,,,2025-12-25 02:25:25.858333
37,57,google,google_57_1754614084,Scott Wozencraft,1.0,"Sent a bill for a service appointment almost five years late. User interface weak outside of medical appointments. No issues with actual care providers at site, but certainly wouldn't use One Medical  services",2025-08-07 19:48:04,,,2025-12-25 02:25:25.859941
38,57,google,google_57_1754407356,M B,5.0,Love how quickly I can schedule an appointment. The team there is very responsive and helpful. It is in a great location right off the damen blue line.,2025-08-05 10:22:36,,,2025-12-25 02:25:25.860906
39,57,google,google_57_1758650685,Jerod Ferry,5.0,"My annual physical was a very smooth and pleasant experience. I will ensure to keep this a regular occurrence, which I haven't been doing.",2025-09-23 13:04:45,,,2025-12-25 02:25:25.861594
40,57,google,google_57_1692320226,Lesia Divonchuk,5.0,Dr Dmytriv is very knowledgeable and helpful. Very clean and nice clinic. Friendly and helpful staff. The biggest benefit is communication with your doctor using the app.,2023-08-17 19:57:06,,,2025-12-25 02:25:25.862218
41,58,google,google_58_1764809946,C Xiong,5.0,"This clinic is amazing, and the providers are exceptional! Noel is incredibly knowledgeable and compassionate. She helped me navigate through a difficult time, and I trust her whole heartedly. If you're looking for a great provider, schedule an appointment with Noel, you won’t regret it!",2025-12-03 18:59:06,,,2025-12-25 02:25:26.992936
42,58,google,google_58_1762290705,Latezia Coleman,5.0,"New patient to this location. Sage, Khai, Daniel, and Dr. Noel have made me feel really welcomed and part of the one medical team. I was worried about stuff and they made sure I got everything I needed. This year has been hard with a lot of doctor visits. It was great to come into a place feeling respected and heard. It is hard to find these days. Thank you sooo much ladies for all you do!",2025-11-04 15:11:45,,,2025-12-25 02:25:26.994115
43,58,google,google_58_1764970118,Elliot Brandt,5.0,"This was a great experience,  having everything handled within the one medical app made this very easy / quick to communicate with the Doctor and the admin staff as well.  Highly recommend",2025-12-05 15:28:38,,,2025-12-25 02:25:26.994795
44,58,google,google_58_1749491016,Morgan Marcus,5.0,"Cannot say enough positive things about One Medical and Dr. Castillo. I have been going to Dr. Castillo since 2018/2019 and he has always gone above, attend to any concerns, even outside of business hours, and really listen to me. I am so grateful to have found him, and would recommend him and One Medical to any one seeking a new primary care physician.",2025-06-09 12:43:36,,,2025-12-25 02:25:26.995417
45,58,google,google_58_1614975695,Eran Dromy,5.0,"Went here a couple times. Staff nurses and doctors are professional and helpful.
If you need water bring some since thay will not have any (because of Covid).",2021-03-05 14:21:35,,,2025-12-25 02:25:26.995922
46,59,google,google_59_1758754473,Derrick,1.0,"AVOID!!!!!!!  FRAUDULENT!!! SHOULD BE SHUT DOWN!!!

I think they are in the business of just prescribing
Adderall and when I did not meet the criteria, they didn't feel a need to treat me. Clear Immediate  Rip Off!!!  I went out of my way to visit this office. Paid there fees met   with a physician's assistant answered a ton of questions. And then they never got back to me.  Completely ignored me. Apparently they have no intention of treating me. No follow-up! No diagnosis! No treatment! Nada!!

They may be fraudulent! I intend to report them. I don't think they ever intended to help me

The owner thanked for a 5 star review! Which is either a bad attempt at sarcasm or they  didn't read the review. Another failure!!!",2025-09-24 17:54:33,,,2025-12-25 02:25:28.114946
47,59,google,google_59_1765572245,Michelle Johnson,5.0,Easy in & out for a tb test and flu shot. Everyone was kind from the front desk to the nurse who roomed me. Julie the NP was super kind and sweet. Samantha the phlebotomist rolled with me to find my hidden veins. 10/10. Make an appt if you can,2025-12-12 14:44:05,,,2025-12-25 02:25:28.115998
48,59,google,google_59_1763768502,Samual Doseff,5.0,"The staff at this facility have been so far beyond great that the negativity that permeated my view on the entire health (or, sick) care industry was absolutely destroyed!! They are nice, attentive, took the extra time to ensure that all my questions and concerns were addressed!
It is a very nice little office, with very nice employees, and I absolutely would recommend them to my parents, POTUS, and even the Pope! lol",2025-11-21 17:41:42,,,2025-12-25 02:25:28.116977
49,59,google,google_59_1763598675,Malcolm Jackson,5.0,"Since going to Clear a year ago my health has increased drastically and dramatically, body, mind and even spirit.  They provide you with a solid game plan and obviously Im putting the work in as well (gym and diet). Shout out to their team from top to bottom.  Special thanks to Nicole Woodward she has inspired me and motivated me to turn things around and I truly believe she cares and she’s pretty hilarious which is a great bonus.",2025-11-19 18:31:15,,,2025-12-25 02:25:28.118412
50,59,google,google_59_1760715080,A,5.0,"Clear Immediate Care is honestly the best doctor’s office I’ve been to in Chicago. Everyone there is kind, patient, and actually listens. They always get back to me the same day and make me feel totally cared for. I’m so grateful I found this place — I recommend it to everyone. 💜",2025-10-17 10:31:20,,,2025-12-25 02:25:28.119032
65,62,google,google_62_1695490232,Linda K Patterson,5.0,"My experience with Oak Street Health, was very pleasant. You seem to genuinely care, what I had to say.  The Doctor was very concerned with my thoughts,and actions! Yes, I will tell my friends and relatives about Oak Street Health!",2023-09-23 12:30:32,,,2025-12-25 02:25:31.541276
51,60,google,google_60_1765323896,Victoria Merkle,5.0,"I impaled my foot on my earring and wasnt sure if I needed a tetanus shot or what, but my foot was swollen and I could hardly walk. The staff is awesome. The front desk woman helped me sign in even though she was busy, she took great care of everyone. The staff was super friendly and helpful and efficient! It was really busy and took almost no time. The nurse was so nice and could tell I didn't like shots and reassured me. The doctor was nice and explained everything. The entire staff was awesome. 10/10 you guys are doing great! I would suggest making an appointment online just to be prepared but it only took like 10minutes to check in and have my info uploaded. People can be very impatient and upset when they have a health issue but the staff did great.",2025-12-09 17:44:56,,,2025-12-25 02:25:29.258927
52,60,google,google_60_1765463392,Tina Maksym,3.0,"Came in Tuesday evening at 5:45 with my two year old due to her having a uti. Jamie and everyone was great. When we went to the pharmacy to pick up antibiotics Mariano’s didn’t have any and no near by stores had this specific antibiotic. My husband ended up going to cvs and they didn’t have it either. The closest one was 30 minutes away. Both pharmacist at Mariano’s and cvs asked why this specific one was prescribed since there are others readily available such as cefdinir, cephalexin, or amox-clav. Wednesday when we went to go pick it up the price was around $150 for 7 day antibiotic and I asked if that’s with insurance they said yes and that the other antibiotics would be much cheaper. My husband called Midwest clinic if a new prescription could be given or if this is the only antibiotic that’s recommended the person said she will send a note to the physician we saw last night, after two hours or waiting for a call I called again. She said Jamie hasn’t responded and she’s not in. I asked if another physician can send over a prescription so we can get our two year old meds she said if we wanted another physician from the clinic to send a prescription we’d need to bring our daughter back to the clinic to get examined by the other doctor and get prescription. I couldn’t believe they would have us bring in our daughter again with 24hours. I told the nurse that’s ridiculous why would we need to go in again and pay another visit to get a prescription that’s more common and readily available she replied with we have insurance we can afford it. I was SHOCKED with this reply. I will never come here again not because of Jamie she was great but because of the nurse or whoever I spoke with Wednesday during the day. I wish I remembered her name.",2025-12-11 08:29:52,,,2025-12-25 02:25:29.260671
53,60,google,google_60_1765334864,Yolandi Gerber,1.0,"Horrible patient service. I went in on Thursday for test as I was in a significant amount of pain. Add to ask for tests to be run as it was just assumed what was wrong with me based on history rather than actual diagnoses. Got my results back and nobody contacted me. Called today to ask to speak to someone that can help me understand my test results, because what they diagnosed me with was in fact not what’s wrong with me. Said they would have someone call me, day went by and nobody contacted me. They do not care about their patients health or well being. Even during my appointment they were all chit chatting about Spotify wrapped and TikTok trends rather than attending to patients sitting in the waiting room or in consultation rooms. Do not recommend.",2025-12-09 20:47:44,,,2025-12-25 02:25:29.261489
54,60,google,google_60_1766086860,Peter Darch,5.0,"Great urgent care clinic. This place has been a lifesaver when our daughters have earaches etc. It can be busy at times resulting in a wait to see the provider, but for what this place offers, the service and timeliness has always met my expectation.",2025-12-18 13:41:00,,,2025-12-25 02:25:29.262191
55,60,google,google_60_1758659329,Annalise Raziq,5.0,"The staff and doctors here are always EXCELLENT. I have been to this location many times and every time, every single person is kind and helpful. On this visit, Dr Jamie Martin gave me some of the best medical care I've ever received. She listened well, was thoughtful about what I was saying to her, and clearly talked through all the possible options. She even went out and looked at past labs and consulted with another doctor. She was phenomenal!",2025-09-23 15:28:49,,,2025-12-25 02:25:29.262730
56,61,google,google_61_1761937241,Dan Kotowski,5.0,"I've seen Jocelin Gamez for the past five years as my primary care physician and she has been fantastic. She listens to your concerns and works with you to find solutions that fit your needs. She's very knowledgable, but also aware and open of any gaps, and will refer you to the right specialists as needed. I cannot recommend her enough!",2025-10-31 14:00:41,,,2025-12-25 02:25:30.393485
57,61,google,google_61_1762884706,Chelsea Crean,5.0,Incredibly thoughtful and compassionate physicians and staff. PA Gamez is very knowledgeable and always answers all of my questions thoroughly. It’s clear she genuinely cares about her patients and their health. Everyone who works in this office is super kind and understanding. Highly recommend!,2025-11-11 12:11:46,,,2025-12-25 02:25:30.394934
58,61,google,google_61_1762477206,Grace,5.0,I went to see Dr. Clor as a new patient — she and her staff were fantastic! Freddy was incredibly efficient while also making sure I had a chance to ask any questions. I’m glad to have found such an impressive PCP team,2025-11-06 19:00:06,,,2025-12-25 02:25:30.396241
59,61,google,google_61_1761059715,Theresa “The Lady in Black”,5.0,It is no fun going to the doctor but this practice makes the experience much more comfortable than any other. From checking in to saying goodbye everyone is kind and pleasant and most of all they seem to care. Even with all my quirks I never feel judged but I always feel as though I have been listened to and received the best care!! Highly recommend.,2025-10-21 10:15:15,,,2025-12-25 02:25:30.397042
60,61,google,google_61_1760463694,Jacklyn Jackson,5.0,I had the pleasure of speaking with Dr. Kim today and I must say she made the experience very enjoyable. She took the time to listen carefully to my concerns and offered an effective resolution right away. It’s refreshing to meet a doctor who combines compassion with efficiency.,2025-10-14 12:41:34,,,2025-12-25 02:25:30.397793
